Date,Open,High,Low,Close,Adj Close,Volume
2020-07-15,34.146111,34.155598,33.652752,33.889942,32.862774,26294454
2020-07-16,33.776093,33.814041,33.453510,33.776093,32.752373,18421812
2020-07-17,34.022770,34.468693,33.899429,34.392788,33.350376,23347365
2020-07-20,35.569260,35.692600,34.459202,34.629982,33.580379,36815693
2020-07-21,35.047440,35.180267,34.648956,34.810246,33.755180,23646912
2020-07-22,36.271347,36.745731,35.597721,36.584438,35.475601,90705554
2020-07-23,37.220116,37.400379,36.223907,36.442123,35.337601,59639536
2020-07-24,36.081593,36.195446,35.417458,35.730549,34.647594,33870501
2020-07-27,35.445919,35.815941,35.322582,35.616699,34.537193,27640307
2020-07-28,36.565464,37.324478,36.110058,37.020874,35.898808,56393954
2020-07-29,37.286530,37.428844,36.480076,37.248577,36.119614,37033660
2020-07-30,36.318787,36.944973,36.242886,36.755219,35.989552,32273796
2020-07-31,36.318787,36.764706,35.920303,36.508537,35.748009,28503006
2020-08-03,36.631878,36.679317,36.261860,36.385201,35.627243,31036400
2020-08-04,36.347248,36.698292,36.138519,36.423149,35.664398,29448549
2020-08-05,36.499050,36.555977,36.176472,36.480076,35.720139,24604787
2020-08-06,36.783680,37.096775,36.195446,36.309299,35.552921,20922111
2020-08-07,36.337761,36.641365,36.204933,36.480076,35.720139,23097251
2020-08-10,36.574951,36.679317,36.299809,36.423149,35.664398,19964552
2020-08-11,36.584438,36.603416,35.740040,35.853889,35.106995,21326847
2020-08-12,35.891842,36.574951,35.872864,36.366222,35.608658,19965817
2020-08-13,36.119545,36.223907,35.939278,36.214420,35.460018,15340021
2020-08-14,36.062618,36.423149,35.986717,36.110058,35.357830,12901276
2020-08-17,36.091084,36.442123,36.005692,36.385201,35.627243,17494187
2020-08-18,36.480076,36.489563,36.214420,36.394688,35.636528,10846398
2020-08-19,36.508537,36.631878,36.166985,36.299809,35.543629,15690055
2020-08-20,36.223907,36.802658,36.176472,36.736244,35.970974,21957455
2020-08-21,36.916508,37.001900,36.593929,36.888046,36.119614,25467170
2020-08-24,37.020874,37.039848,36.565464,36.850094,36.082451,25011947
2020-08-25,36.537003,36.584438,36.005692,36.442123,35.682980,26221201
2020-08-26,36.233398,36.309299,35.730549,36.100571,35.348541,24083689
2020-08-27,36.015179,36.053131,35.749527,35.920303,35.172028,22156556
2020-08-28,35.929790,36.110058,35.483871,35.967743,35.218483,32830519
2020-08-31,35.901329,36.072105,35.578747,35.853889,35.106995,30032465
2020-09-01,35.853889,35.882355,34.639469,34.990513,34.261604,36161475
2020-09-02,34.886147,35.388992,34.535103,35.294117,34.558887,29068688
2020-09-03,35.455406,35.569260,34.250473,34.535103,33.815685,35956788
2020-09-04,34.620495,34.753323,34.032257,34.497154,33.778526,26872257
2020-09-08,34.658443,34.734344,33.851994,34.089184,33.379055,26736818
2020-09-09,34.430740,34.772297,34.288425,34.326378,33.611309,27490533
2020-09-10,34.345352,34.459202,33.757114,33.823528,33.118931,21650741
2020-09-11,33.908916,34.259960,33.633778,34.222012,33.509113,24109301
2020-09-14,34.497154,35.616699,34.421253,35.113853,34.382378,29565543
2020-09-15,35.284630,35.436432,34.924099,35.066414,34.335926,22003726
2020-09-16,35.370018,35.398483,34.838711,34.895638,34.168709,22208412
2020-09-17,34.895638,35.075901,34.677418,34.933586,34.205864,17894390
2020-09-18,34.895638,35.170776,34.696396,34.753323,34.029358,31694623
2020-09-21,34.506641,34.611008,33.567364,34.174572,33.462666,26608968
2020-09-22,33.975330,34.468693,33.908916,34.392788,33.676331,22727297
2020-09-23,34.478176,34.516129,34.127136,34.155598,33.444084,23102521
2020-09-24,34.108158,34.193546,33.719166,33.927895,33.221127,20859925
2020-09-25,33.719166,34.297913,33.700191,34.203037,33.490536,14365598
2020-09-28,34.307400,34.705883,34.307400,34.525616,33.806393,15044269
2020-09-29,34.563568,34.667931,34.184059,34.316887,33.602013,13512491
2020-09-30,34.411766,35.066414,34.392788,34.819733,34.094383,22629275
2020-10-01,35.018974,35.189754,34.307400,34.506641,33.787815,22520396
2020-10-02,34.212524,34.781784,34.184059,34.516129,33.797104,21461759
2020-10-05,34.658443,34.990513,34.478176,34.867172,34.140835,19400029
2020-10-06,35.104362,35.132828,34.240986,34.316887,33.602013,25233392
2020-10-07,34.402279,34.715370,34.184059,34.601517,33.880714,22160034
2020-10-08,34.724857,35.275143,34.639469,35.000000,34.270897,17857395
2020-10-09,34.943073,35.218216,34.715370,34.905125,34.177998,23667465
2020-10-12,34.819733,35.275143,34.601517,34.933586,34.205864,19413837
2020-10-13,34.791271,35.227703,34.753323,35.009487,34.280186,21543233
2020-10-14,35.113853,35.388992,34.696396,34.971539,34.243027,22124619
2020-10-15,34.753323,34.857685,34.544594,34.677418,33.955036,16089205
2020-10-16,35.170776,36.166985,35.123341,36.005692,35.255638,42993503
2020-10-19,36.451614,36.859585,35.711575,35.863377,35.116287,31931352
2020-10-20,35.929790,35.948769,35.436432,35.569260,34.828297,22384852
2020-10-21,35.436432,35.531307,35.161289,35.180267,34.447407,18984859
2020-10-22,35.180267,35.645161,35.132828,35.512333,34.772556,19243616
2020-10-23,35.986717,36.318787,35.721062,36.223907,35.469307,30557884
2020-10-26,35.929790,36.072105,35.559772,35.977230,35.227768,33783124
2020-10-27,35.142315,36.166985,34.981026,35.512333,34.772556,36851529
2020-10-28,34.914612,35.227703,33.510437,33.633778,32.933136,33857537
2020-10-29,33.662239,33.814041,32.827324,33.472485,32.775200,27545341
2020-10-30,33.434536,33.709679,33.055027,33.662239,32.961002,25631067
2020-11-02,34.089184,34.392788,33.719166,34.373814,33.657753,21430666
2020-11-03,34.563568,34.743832,34.231499,34.335861,33.620590,21636617
2020-11-04,35.161289,36.166985,35.066414,35.417458,34.679657,40870536
2020-11-05,35.341557,35.388992,34.525616,34.525616,34.154064,33926995
2020-11-06,34.525616,34.838711,34.240986,34.535103,34.163448,23870676
2020-11-09,39.715370,39.838711,36.413662,37.191650,36.791409,230153864
2020-11-10,38.377609,38.462997,36.489563,36.698292,36.303360,80091668
2020-11-11,36.888046,38.140415,35.958256,36.527515,36.134418,58980997
2020-11-12,36.318787,36.375713,35.332069,35.626186,35.242790,46767877
2020-11-13,35.929790,36.679317,35.777988,36.641365,36.247044,40175634
2020-11-16,35.920303,36.005692,34.962048,35.417458,35.036308,75530167
2020-11-17,36.490002,36.500000,35.820000,36.040001,35.652153,46984500
2020-11-18,36.930000,37.419998,36.299999,36.320000,35.929138,63442700
2020-11-19,36.599998,36.630001,35.860001,36.189999,35.800537,43261800
2020-11-20,36.700001,37.310001,36.439999,36.700001,36.305050,60633800
2020-11-23,37.029999,37.090000,36.209999,36.520000,36.126987,43673100
2020-11-24,36.130001,36.740002,36.020000,36.599998,36.206123,42485300
2020-11-25,36.529999,36.560001,36.240002,36.529999,36.136875,26955800
2020-11-27,36.779999,37.259998,36.750000,37.230000,36.829346,25277000
2020-11-30,37.950001,38.799999,37.599998,38.310001,37.897724,65425900
2020-12-01,39.400002,40.500000,39.009998,39.410000,38.985886,72660800
2020-12-02,40.470001,41.410000,40.299999,40.799999,40.360924,84347500
2020-12-03,40.980000,41.029999,39.520000,40.090000,39.658566,68570100
2020-12-04,39.889999,40.450001,39.889999,40.340000,39.905876,35368100
2020-12-07,40.660000,41.400002,40.369999,41.250000,40.806084,48253700
2020-12-08,41.400002,42.770000,41.349998,42.560001,42.101986,87039300
2020-12-09,43.070000,43.080002,41.130001,41.849998,41.399624,86118500
2020-12-10,41.820000,42.220001,41.450001,41.730000,41.280918,57749200
2020-12-11,41.970001,42.070000,40.689999,41.119999,40.677483,60737000
2020-12-14,41.619999,41.660000,39.070000,39.209999,38.788036,94809700
2020-12-15,39.060001,39.180000,38.209999,38.709999,38.293415,66003300
2020-12-16,38.180000,38.470001,37.740002,37.840000,37.432781,56515300
2020-12-17,37.830002,38.119999,37.310001,38.029999,37.620735,52036400
2020-12-18,37.990002,38.090000,37.500000,37.680000,37.274502,60259200
2020-12-21,37.279999,37.400002,36.910000,37.380001,36.977734,40891800
2020-12-22,37.209999,37.330002,36.599998,36.740002,36.344620,33634400
2020-12-23,37.009998,37.650002,36.880001,37.439999,37.037083,36182000
2020-12-24,37.400002,37.570000,37.180000,37.270000,36.868916,14790100
2020-12-28,37.360001,37.580002,36.680000,36.820000,36.423756,26993700
2020-12-29,36.900002,37.200001,36.790001,37.049999,36.651279,23152100
2020-12-30,37.029999,37.240002,36.700001,36.740002,36.344620,24889800
2020-12-31,36.660000,36.919998,36.290001,36.810001,36.413868,30796500
2021-01-04,36.869999,36.939999,36.270000,36.810001,36.413868,33565700
2021-01-05,36.720001,37.369999,36.599998,37.189999,36.789776,29909400
2021-01-06,36.830002,37.480000,36.770000,36.869999,36.473217,34962500
2021-01-07,37.040001,37.150002,36.669998,37.060001,36.661175,27809500
2021-01-08,37.160000,37.529999,36.900002,37.130001,36.730423,33462400
2021-01-11,37.220001,37.830002,37.150002,37.770000,37.363533,47326600
2021-01-12,37.700001,37.790001,36.820000,37.180000,36.779884,47831100
2021-01-13,37.000000,37.169998,36.639999,36.860001,36.463326,31027900
2021-01-14,36.779999,36.959999,36.610001,36.750000,36.354511,30272000
2021-01-15,36.680000,36.779999,36.400002,36.700001,36.305050,34287800
2021-01-19,36.759998,37.000000,36.619999,36.730000,36.334724,33451300
2021-01-20,36.790001,36.810001,36.459999,36.500000,36.107201,35400100
2021-01-21,36.389999,36.590000,36.150002,36.480000,36.087418,33864100
2021-01-22,36.320000,36.830002,36.250000,36.549999,36.156662,26271200
2021-01-25,36.549999,37.290001,36.320000,37.279999,36.878807,31728500
2021-01-26,37.270000,37.599998,37.160000,37.310001,36.908485,27718700
2021-01-27,36.990002,37.040001,36.169998,36.240002,35.850002,50561200
2021-01-28,35.950001,36.330002,35.840000,35.860001,35.860001,39466700
2021-01-29,36.880001,36.880001,35.619999,35.900002,35.900002,60026600
2021-02-01,35.930000,36.189999,35.720001,35.799999,35.799999,40395800
2021-02-02,35.759998,35.779999,34.270000,34.990002,34.990002,84062400
2021-02-03,34.990002,35.290001,34.779999,34.840000,34.840000,38524200
2021-02-04,34.810001,35.080002,34.700001,34.889999,34.889999,34284900
2021-02-05,34.919998,35.080002,34.779999,34.919998,34.919998,31645100
2021-02-08,34.959999,35.009998,34.740002,34.820000,34.820000,31633900
2021-02-09,34.799999,35.060001,34.759998,34.970001,34.970001,30170200
2021-02-10,35.000000,35.080002,34.700001,34.740002,34.740002,29039900
2021-02-11,34.799999,34.810001,34.279999,34.430000,34.430000,30845500
2021-02-12,34.439999,34.950001,34.360001,34.720001,34.720001,25513100
2021-02-16,34.849998,34.860001,34.560001,34.689999,34.689999,28730300
2021-02-17,34.570000,35.000000,34.459999,34.889999,34.889999,26389400
2021-02-18,34.779999,34.880001,34.520000,34.560001,34.560001,24052500
2021-02-19,34.660000,34.680000,34.400002,34.439999,34.439999,28145300
2021-02-22,34.330002,34.369999,34.040001,34.259998,34.259998,34322500
2021-02-23,34.000000,34.189999,33.680000,33.910000,33.910000,37624200
2021-02-24,33.869999,34.049999,33.669998,33.750000,33.750000,30686100
2021-02-25,33.820000,34.110001,33.540001,33.820000,33.820000,37506100
2021-02-26,33.840000,33.900002,33.360001,33.490002,33.490002,41418100
2021-03-01,33.590000,33.930000,33.509998,33.689999,33.689999,30176500
2021-03-02,33.680000,33.889999,33.500000,33.509998,33.509998,27621600
2021-03-03,33.509998,34.450001,33.439999,34.389999,34.389999,45946300
2021-03-04,34.259998,35.090000,33.840000,34.200001,34.200001,45402600
2021-03-05,34.290001,34.549999,33.959999,34.389999,34.389999,30568500
2021-03-08,34.480000,34.869999,34.330002,34.349998,34.349998,24330500
2021-03-09,34.540001,34.849998,34.439999,34.450001,34.450001,25145400
2021-03-10,34.639999,35.139999,34.520000,34.930000,34.930000,33492300
2021-03-11,35.070000,35.119999,34.660000,34.709999,34.709999,24511100
2021-03-12,34.560001,34.980000,34.509998,34.939999,34.939999,16328500
2021-03-15,35.009998,35.430000,34.959999,35.410000,35.410000,21896100
2021-03-16,35.470001,35.860001,35.310001,35.830002,35.830002,24862300
2021-03-17,35.830002,35.959999,35.119999,35.790001,35.790001,42299500
2021-03-18,35.529999,35.970001,35.520000,35.770000,35.770000,24716200
2021-03-19,35.750000,35.820000,35.470001,35.529999,35.529999,48256600
2021-03-22,35.480000,36.009998,35.360001,36.000000,36.000000,25427500
2021-03-23,35.820000,35.930000,35.320000,35.360001,35.360001,27970500
2021-03-24,35.480000,35.930000,35.369999,35.610001,35.610001,22883400
2021-03-25,35.650002,35.790001,35.250000,35.669998,35.669998,24875300
2021-03-26,35.680000,36.290001,35.639999,36.250000,36.250000,27897100
2021-03-29,36.029999,36.740002,35.900002,36.619999,36.619999,27004800
2021-03-30,36.590000,36.630001,36.020000,36.110001,36.110001,26303300
2021-03-31,36.150002,36.430000,36.040001,36.230000,36.230000,26582700
2021-04-01,36.299999,36.450001,36.020000,36.299999,36.299999,21299700
2021-04-05,36.439999,36.570000,36.099998,36.279999,36.279999,22096900
2021-04-06,36.259998,36.400002,36.000000,36.049999,36.049999,20722900
2021-04-07,36.029999,36.240002,35.759998,35.910000,35.910000,21933800
2021-04-08,35.959999,36.150002,35.869999,35.959999,35.959999,18129400
2021-04-09,35.900002,36.810001,35.900002,36.599998,36.599998,31635100
2021-04-12,36.480000,37.029999,36.330002,36.970001,36.970001,29944900
2021-04-13,37.410000,37.650002,36.889999,37.160000,37.160000,33967400
2021-04-14,37.169998,37.380001,36.959999,37.169998,37.169998,23842900
2021-04-15,37.259998,37.740002,37.259998,37.599998,37.599998,24945800
2021-04-16,37.869999,38.700001,37.810001,38.570000,38.570000,52715300
2021-04-19,38.599998,38.959999,38.330002,38.930000,38.930000,30905100
2021-04-20,38.750000,39.240002,38.750000,39.029999,39.029999,26459400
2021-04-21,39.139999,39.669998,39.130001,39.529999,39.529999,29365000
2021-04-22,39.480000,39.500000,38.520000,38.639999,38.639999,33373600
2021-04-23,38.630001,38.830002,38.430000,38.660000,38.660000,24375000
2021-04-26,38.730000,38.740002,38.490002,38.680000,38.680000,19744000
